QNUM,CLUS,SELEC,TRLHD,SEASON,PRTYREP,ORIGIN,WEIGHT,TRAVEL,NUMHORS,HORSFED,HRSHNDL,FISH,HUNT,HIKE,NATUR,MTNCLM,RAFT,SWIM,PHOTO,OTHACT,NUMACT,GRIZOBS,BEAROBS,SUMBEAR,ELKOBS,DEEROBS,GOATOBS,MOOSOBS,SHPOBS,OTHROBS,NUMWOBS,SHOT1,SHOT2,SHOT3,STAY,FIRE,OUTFTR,MAPS,TYPMAP,SOLE,VISIT,AGEFST,PARENT,NEWAREA,EXPBOB,NUMBOB,AQUAL,DIFF,LOCCHO,WHOCHO,TIMCHO,TRLINF1,TRLINF2,TRLINF3,RESTRL1,RESTRL2,RESTRL,OTHRTRL,RESREJ1,RESREJ2,FSINFO,FSCONT,QUALINF,NUMVIS,NUMDAYS,SCENRY,FSHIMP,HUNTIMP,RELAX,EXERCZ,ESCAPE,DEVSKL,SOLTUD,CHALNG,AVDMEC,OTHRES,SATIS,HIPT1,HIPT2,HIPT3,LOPT1,LOPT2,LOPT3,SOLSTD,CAMPSOL,ESTCAMP,REJCOND,RESCOND,REJLOC,RESLOC,CMPSRCH,PROBCMP,TYPCMP,CROWD,NUMSEEN,LRGSEEN,HRSSEEN,NUMCMP,VISWLD,WCHWLD,HOWFAR,OFFTRL,LOOP,CRDPROB,CRDSPOT,WEAR,LITTER,WRONG,HITRHL,LOTRAIL,TRLLESS,TREES,SMLBRG,BIGBRG,PRIVY,FRPLC,FRRING,NATFIRE,CORRAL,NOHORSE,NOFIRE,TABLE,RATION,NOGRAZ,REQREG,NATFSH,SZLIMT,FT200,RMVRNG,EXSIGN,BURY,PWRSAW,GUIDBK,ACCMAP,ASSIGN,DNWOOD,FSHEAT,PAKOUT,WLDRNG,METRNG,COMENT,WLDIMP,BESTWLD,BESTREC,AGAIN,SIZE,LITBOY,LITGIRL,BOYS,GIRLS,FELLAS,GALS,MEN,WOMEN,TYPGRP,CLUB,TYPCLUB,NUMCLUB,CURRES,CHLRES,EDUC,STUDNT,OCCUP,FINCMT,MGTCMT,CMPCOD,CMPLIT,HMANUR,BAREGND,CMPREM,FWOODSC,TREEDGD,GRAZSCR,CMPOTHR,CMPLOCN,PORLOCN,WATLOCN,OCCLOCN,TRLLOCN,OTHLOCN
553,26,1,8,2,1,594,100,3,3,5,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,6,6,1,1,,1,2,20,2,2,2,5,1,,2,2,5,4,0,0,4,0,0,1,,,1,,,1,7,1,9,1,1,1,1,1,1,1,1,9,2,10,21,0,8,0,0,0,1,2,1,,1,,2,1,1,3,1,1,1,1,2,1,99,99,9,1,,2,9,0,3,3,3,3,3,3,2,2,3,1,3,1,1,2,1,1,2,1,3,3,3,3,3,3,3,3,1,3,1,3,1,1,0,1,7,4,5,3,0,0,3,0,0,0,0,0,2,1,,,5,9,12,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,26,1,8,2,1,598,100,4,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,4,1,1,1,,1,2,30,3,2,2,40,2,3,1,,5,3,0,0,1,6,0,1,,,1,,,4,10,2,3,1,3,3,3,3,3,3,2,1,1,18,0,0,8,0,0,0,2,2,1,,1,,2,1,2,4,8,1,5,1,2,1,15,3,1,2,45,1,1,0,4,2,3,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,3,1,1,2,1,3,2,3,1,3,2,3,2,1,0,2,4,5,6,3,0,0,0,0,1,0,2,0,3,1,,,1,2,14,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,27,1,15,2,1,599,100,1,,,,2,1,2,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,1,,,,,,,,1,,3,3,0,0,5,6,0,1,,,1,,,1,1,1,2,3,1,2,1,3,3,3,1,9,1,60,10,0,0,0,0,99,,,,,,,,,,3,1,0,0,0,2,1,13,0,1,1,,1,1,0,4,3,3,9,3,3,3,3,1,2,2,3,1,3,3,2,2,1,2,1,2,3,3,3,3,3,1,1,1,1,3,1,0,1,9,9,5,2,0,0,0,0,0,0,1,1,1,1,,,3,1,12,1,51,,,,,,,,,,,,,,,,,
556,27,1,15,2,1,599,100,2,20,5,1,1,1,2,2,2,2,2,2,1,6,2,2,1,2,2,2,2,1,2,9,1,1,1,99,3,2,2,1,1,2,16,1,3,2,3,2,6,2,1,5,3,9,0,5,0,0,1,15,0,2,1,2,1,98,1,3,3,1,1,1,2,2,1,1,1,1,5,0,0,25,24,0,0,1,4,2,8,2,5,2,1,1,5,50,25,10,14,2,1,99,99,1,2,36,3,5,0,3,3,3,1,1,3,1,1,3,3,1,3,3,1,3,3,3,3,3,1,3,3,1,1,3,3,9,3,3,3,3,2,48,1,6,7,7,18,0,0,8,2,7,1,0,0,3,2,6,3,4,2,15,1,10,2,150,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1
557,27,1,15,2,1,335,100,3,4,5,7,2,2,2,1,1,1,2,2,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,25,1,1,2,1,1,1,,,,,,,,2,2,,,,,,,,,,,1,,,1,25,2,1,2,1,2,2,2,3,2,3,9,1,8,33,4,25,0,0,0,2,3,1,,1,,1,1,2,3,6,2,6,2,2,1,57,0,1,9,99,2,4,6,3,2,3,1,4,3,2,1,1,1,4,3,4,1,4,4,2,3,3,1,3,1,1,1,3,3,1,3,3,3,4,1,13,1,4,6,6,9,0,0,2,0,6,0,1,0,3,1,,,2,3,13,2,72,,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,27,1,15,2,1,599,100,4,5,3,2,2,2,2,1,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,1,1,,1,2,14,1,3,2,20,2,,1,,4,1,4,0,4,6,0,1,,,1,,,3,22,1,1,2,1,3,2,2,3,2,1,9,1,4,0,0,38,0,0,0,1,4,2,7,1,,2,1,2,3,7,1,5,1,2,1,47,28,1,1,,2,1,70,3,9,3,1,2,2,2,1,2,3,3,1,1,1,3,1,1,3,3,1,1,1,1,3,1,3,1,3,3,3,2,1,0,2,4,4,7,3,0,0,1,0,1,0,1,0,2,1,,,4,1,12,1,50,,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
559,27,1,15,2,1,598,100,1,,,,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,5,3,1,2,1,1,2,22,1,1,2,1,2,,1,,5,1,3,0,6,0,0,1,,,1,,,5,15,1,1,1,1,9,9,9,9,9,9,1,1,3,0,0,0,0,0,0,2,1,1,,1,,1,1,1,3,7,0,6,99,9,1,99,99,9,1,,2,1,0,4,1,2,1,4,4,1,1,1,3,1,2,1,1,1,1,3,1,2,1,2,4,4,3,3,3,1,1,1,3,2,1,0,1,7,4,7,4,0,0,2,0,2,0,0,0,2,1,,,5,4,15,2,80,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,27,1,15,2,1,463,100,4,5,4,7,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5,1,1,2,1,2,1,,,,,,,,1,,3,3,0,0,6,0,0,1,,,1,,4,1,1,1,1,1,1,3,1,1,1,1,1,9,1,18,8,0,14,0,0,2,1,2,1,,1,,1,1,2,6,6,0,6,1,2,1,15,0,1,1,,1,9,0,3,3,3,9,3,3,2,3,3,9,2,1,1,3,3,1,1,1,1,1,1,1,3,3,3,3,1,1,1,3,3,2,0,2,7,7,7,3,0,0,0,0,3,0,0,0,2,1,,,1,4,12,1,20,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
563,27,1,15,2,1,599,100,4,8,5,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,18,3,1,1,,1,2,28,1,3,2,5,2,,1,,4,1,4,0,4,6,0,1,,,1,,,3,24,1,1,1,1,3,1,2,2,2,2,9,1,27,43,0,38,0,0,2,9,9,9,9,9,9,9,9,9,6,20,10,19,1,2,1,17,0,1,1,,1,1,0,4,2,2,2,2,2,3,1,2,3,3,1,1,1,2,1,1,2,1,1,2,2,1,1,2,3,1,1,2,3,2,2,0,1,4,4,5,4,0,0,1,0,3,0,0,0,2,1,,,4,4,12,1,51,,,,,,,,,,,,,,,,,
564,27,1,15,2,1,990,100,4,10,5,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,3,9,9,9,11,1,1,2,3,1,1,,,,,,,,1,,5,3,6,0,2,6,0,2,6,0,2,7,3,1,11,2,1,1,3,3,3,3,3,3,3,9,4,10,4,0,8,1,23,0,3,2,2,8,2,5,2,3,2,5,30,4,25,1,2,1,81,0,1,2,53,5,4,61,2,2,3,2,1,3,4,1,3,3,3,1,1,3,1,1,3,3,1,1,1,3,3,3,3,3,1,1,1,1,2,1,63,3,9,3,3,5,0,0,0,0,2,0,3,0,2,1,,,1,1,14,1,50,,,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1
565,27,1,15,2,2,599,100,4,8,5,1,2,2,2,1,1,1,2,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,14,3,1,1,,1,2,2,2,2,2,99,2,,2,2,,,,,,,,,,,1,,,1,15,2,1,1,1,1,1,2,2,2,2,9,3,0,0,0,0,0,0,0,4,3,1,,1,,1,1,1,5,45,41,24,99,2,1,98,0,1,2,6,4,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,1,5,5,5,14,0,0,1,10,3,0,0,0,3,1,,,6,2,12,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,27,1,15,2,1,599,100,4,5,4,5,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,4,1,1,5,1,1,2,9,1,1,,,,,,,,9,9,5,3,0,0,6,0,0,2,15,0,2,3,1,4,14,1,1,1,1,9,1,9,9,9,1,9,1,2,3,4,0,0,0,0,2,3,1,,2,5,2,1,3,5,10,7,10,1,2,1,17,0,1,1,,2,9,99,3,3,3,9,1,3,2,1,2,3,3,1,4,1,4,2,2,1,4,1,2,3,3,4,3,3,1,3,1,3,3,1,0,1,1,1,1,5,0,0,0,0,5,0,0,0,3,1,,,3,1,16,1,10,,,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1
567,27,1,15,2,1,532,100,4,17,5,7,2,2,1,1,1,1,1,2,1,3,1,2,1,2,1,1,1,1,1,2,1,1,1,7,1,2,2,1,1,1,,,,,,,,2,1,,,,,,,,,,,2,3,1,1,7,1,2,1,3,3,1,3,2,1,1,1,1,10,0,0,8,0,0,1,1,4,1,,1,,1,1,1,3,4,2,4,0,2,1,52,0,1,1,,1,1,0,3,3,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,3,3,3,3,4,3,1,3,3,1,3,2,3,3,2,8,1,6,5,5,4,0,0,0,0,4,0,0,0,3,2,2,1,9,1,14,1,50,,134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,28,1,9,2,1,599,100,4,5,3,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,20,1,3,2,99,2,,1,,4,1,0,0,1,0,0,1,,,1,,,4,22,1,1,1,2,3,2,1,3,3,1,9,1,19,0,0,0,0,0,2,1,3,2,8,2,2,2,1,2,3,2,0,1,1,2,1,99,99,9,1,,2,1,8,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,3,3,1,3,1,3,1,9,3,1,9,9,7,2,0,0,0,0,2,0,0,0,2,2,4,1,1,9,12,1,99,,135,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1
569,28,1,9,2,1,565,100,4,16,3,4,2,2,1,1,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,4,1,1,10,1,2,1,,1,1,,,,,,,,2,1,,,,,,,,,,,2,3,2,1,10,1,3,1,1,3,1,3,2,3,1,9,1,2,0,0,21,0,0,0,5,5,,,,,,,,3,4,0,4,1,2,1,47,0,1,1,,2,2,7,4,3,3,2,2,3,2,1,3,1,1,1,2,2,3,1,2,1,3,1,3,2,1,1,3,3,1,3,1,3,3,2,0,1,5,4,6,10,0,0,1,0,5,1,3,0,5,2,2,1,4,5,13,1,92,,,,,,,,,,,,,,,,,
570,28,1,9,2,1,598,100,1,,,,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,12,2,3,2,6,2,,1,,4,1,0,0,1,2,7,1,,,1,,,35,50,1,3,1,1,1,3,1,1,2,1,9,1,10,2,0,0,0,0,0,1,1,1,,1,,2,1,1,6,5,0,3,1,2,1,23,0,1,1,,1,4,6,4,3,3,2,3,3,1,1,1,3,1,3,1,1,3,1,1,2,2,1,3,3,1,1,3,3,1,3,2,3,1,1,0,1,4,4,6,3,0,0,0,0,2,1,0,0,2,2,8,2,5,5,17,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,28,1,9,2,1,547,100,4,26,5,4,2,2,2,1,1,1,1,2,1,4,1,1,1,2,2,1,1,1,1,2,4,1,1,9,3,2,2,3,1,2,31,1,3,1,,,,2,1,,,,,,,,,,,1,,,1,10,2,2,1,2,2,1,1,2,1,1,3,1,1,10,4,11,0,0,0,1,1,1,,1,,1,1,2,3,3,3,3,99,9,1,99,99,9,1,,2,1,0,4,2,3,2,1,3,1,1,3,2,3,1,1,1,3,1,1,1,1,1,2,3,3,2,3,3,2,3,3,1,2,2,0,1,4,5,5,11,0,0,0,0,6,0,4,1,2,2,8,4,4,4,12,1,30,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,28,1,9,2,1,591,100,4,10,5,7,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,4,5,1,1,7,3,2,2,3,1,2,18,1,3,2,3,2,5,2,1,,,,,,,,,,,1,,,2,13,1,2,1,1,2,1,2,2,2,1,9,1,21,15,11,22,0,0,1,5,5,,,,,,,,3,4,0,2,1,2,1,29,27,1,1,,1,1,0,2,3,4,9,2,2,1,1,1,3,3,1,2,1,3,1,1,1,1,1,3,1,3,3,3,3,1,3,2,3,2,2,0,2,7,4,7,6,0,0,0,0,4,1,1,0,3,2,2,1,5,4,17,1,41,,7,,,,,,,,,,,,,,,
575,28,1,9,2,2,591,100,4,13,4,3,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,6,6,1,1,,1,2,21,2,2,2,7,1,6,2,2,,,,,,,,,,,1,,,1,7,1,1,1,1,2,1,2,3,2,1,9,2,27,0,0,0,0,0,0,2,3,1,,1,,1,1,2,3,5,2,5,1,2,1,30,0,1,1,,2,2,0,3,3,3,1,3,3,4,3,3,1,3,1,3,4,4,4,1,1,3,3,1,1,1,3,3,3,1,4,3,3,1,1,0,2,3,3,5,6,0,0,0,0,3,0,3,0,2,1,,,5,3,15,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576,28,1,9,2,1,598,100,4,13,4,7,2,2,1,1,1,1,1,2,1,3,1,1,1,2,2,2,1,1,1,3,1,1,1,7,1,1,1,,1,2,25,1,2,2,5,2,6,2,2,,,,,,,,,,,1,,,1,8,1,2,1,1,2,1,2,2,2,1,9,2,5,0,0,49,0,0,0,1,1,1,,1,,1,1,2,3,5,2,5,1,2,1,26,0,1,1,,3,3,0,4,2,3,2,2,4,4,1,4,3,4,1,1,1,4,3,3,1,3,4,1,2,1,1,3,3,1,3,2,3,3,1,11,1,3,4,1,7,0,0,0,0,4,0,3,0,2,1,,,3,1,17,1,72,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,28,1,9,2,1,598,100,4,5,5,7,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,5,3,1,2,9,1,2,15,2,1,2,5,2,6,1,,4,3,4,6,1,6,0,1,,,2,4,1,3,8,1,2,2,1,3,1,3,2,2,2,9,1,16,12,10,21,0,0,0,2,1,1,,1,,1,1,2,3,4,1,3,1,2,1,15,0,1,1,,2,1,0,3,1,1,1,3,3,2,4,2,2,4,1,4,4,1,3,3,1,2,3,2,3,1,3,2,2,1,3,1,3,2,1,0,1,6,4,6,4,0,0,2,0,2,0,0,0,1,1,,,4,1,12,1,50,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
578,28,1,9,2,1,599,100,4,2,4,7,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,,1,2,26,1,3,2,1,1,6,2,2,,,,,,,,,,,1,,,1,4,1,2,3,1,2,1,3,2,2,1,9,2,23,10,0,21,0,0,1,1,6,1,,1,,1,1,2,3,6,0,4,3,2,1,32,0,1,1,,2,2,6,3,2,3,2,3,3,1,1,3,3,3,1,4,1,4,1,1,1,1,1,1,2,1,2,3,3,1,3,1,3,2,2,0,1,2,2,4,4,0,0,0,0,0,2,2,0,2,1,,,4,1,14,1,40,,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
583,28,2,29,2,1,599,100,4,10,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,6,1,2,1,1,2,35,1,3,2,12,2,,1,,5,1,0,0,6,0,0,1,,,1,1,2,1,6,2,3,3,1,3,1,3,3,3,2,9,2,0,0,0,22,0,0,0,1,3,1,,2,4,2,1,2,3,3,0,3,1,2,3,29,0,1,1,,2,1,10,3,3,3,2,2,2,2,2,3,2,3,1,1,3,3,1,2,2,2,1,1,2,1,3,2,1,1,3,3,3,2,1,0,2,4,4,5,4,0,0,0,0,1,0,3,0,3,1,,,1,9,12,1,30,,,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
584,28,2,29,2,1,592,100,4,9,3,4,2,2,1,1,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,4,1,1,6,6,1,2,9,1,2,99,2,2,1,,,,1,,5,4,0,0,2,0,0,2,1,0,1,,,1,10,1,2,1,1,1,2,3,1,3,1,9,1,10,0,0,22,21,0,1,1,1,1,,1,,1,1,2,3,3,0,3,1,2,5,41,0,1,1,,1,1,0,3,3,3,3,2,3,3,4,4,3,4,1,3,2,3,1,1,1,3,1,1,1,4,1,3,3,1,3,3,4,3,2,0,1,7,7,7,4,0,0,0,1,3,0,0,0,2,1,,,1,1,12,1,30,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
587,30,2,39,2,1,594,100,4,8,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,9,1,1,2,1,1,2,35,1,3,2,7,2,3,1,,5,1,0,0,1,4,6,1,,,1,,,3,20,1,1,1,1,2,1,2,1,1,1,9,1,21,18,10,0,0,0,0,1,1,1,,1,,2,1,2,3,3,0,3,1,2,4,27,0,1,1,,1,3,6,1,3,3,1,1,3,1,1,1,3,3,1,1,1,3,1,3,1,3,1,3,1,1,1,3,3,1,3,3,3,3,1,0,1,5,6,7,3,0,0,0,0,1,0,2,0,3,1,,,5,1,12,1,40,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,30,2,39,2,1,591,100,1,,,,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,0,4,1,1,,2,2,20,1,2,2,5,2,,2,2,,,,,,,,,,,1,,,2,6,1,3,1,1,2,3,3,2,3,1,9,1,1,13,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,2,2,14,20,1,1,,3,1,10,4,3,3,2,2,1,1,1,3,3,1,3,4,1,3,4,1,1,3,3,1,3,1,1,3,3,1,4,4,3,4,1,0,1,4,4,5,3,0,0,0,0,2,0,1,0,1,1,,,5,5,17,1,10,,,,,,,,,,,,,,,,,
589,30,2,39,2,1,358,100,4,7,5,7,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,1,1,8,3,3,2,2,1,2,99,1,1,1,,,,2,1,,,,,,,,,,,1,,,1,9,1,2,1,1,3,1,3,2,2,1,1,2,21,2,0,8,0,0,0,3,5,,,,,,,,4,3,999,3,1,2,4,21,0,1,2,1,2,3,1,4,3,3,2,1,2,4,1,4,1,2,3,1,4,3,4,2,1,3,3,3,9,3,4,2,3,2,3,3,2,2,1,2,2,4,3,5,4,0,0,1,0,1,0,2,0,2,2,8,2,4,1,15,1,30,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,30,2,39,2,2,120,100,4,8,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,4,1,1,7,1,2,1,,1,2,35,1,1,2,2,2,,2,1,,,,,,,,,,,9,9,9,1,9,2,2,1,1,2,2,2,3,3,9,9,1,10,14,30,19,0,0,0,5,5,,,,,,,,5,5,0,5,1,2,1,99,99,9,1,,1,1,10,3,3,1,1,4,4,4,1,3,1,3,1,1,3,3,4,3,1,3,4,1,3,3,3,3,3,3,3,3,3,3,1,0,1,4,4,7,4,0,0,2,0,0,0,2,0,2,2,8,5,2,1,16,1,41,,,,,,,,,,,,,,,,,
591,31,1,34,2,1,703,100,4,28,5,7,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,1,2,1,,1,2,40,1,2,2,1,2,,2,1,,,,,,,,,,,1,,,1,8,1,1,1,1,1,1,1,1,1,1,9,1,10,0,0,21,0,0,0,5,5,,,,,,,,9,999,999,999,99,9,1,99,99,9,1,,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,4,4,4,4,0,0,0,0,0,0,4,0,3,1,,,2,1,13,9,10,,,,,,,,,,,,,,,,,
592,31,2,34,2,1,496,100,1,8,5,7,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,3,4,1,1,22,3,3,2,9,1,2,42,1,3,2,8,2,,1,,5,1,0,0,4,6,0,1,,,1,,,3,40,1,3,1,2,3,3,3,3,3,3,9,1,3,0,0,0,0,0,0,1,1,1,,1,,1,1,3,6,1,0,1,3,2,1,36,0,1,1,,1,1,0,4,3,3,3,3,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,1,1,1,1,2,5,4,5,2,0,0,0,0,0,0,2,0,2,1,,,2,1,8,1,82,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,31,1,34,2,1,594,100,5,6,4,7,1,2,2,1,1,1,1,2,1,3,1,2,1,2,2,1,1,1,1,3,1,1,1,4,1,1,1,,1,2,10,2,3,2,8,2,6,2,,4,1,12,0,7,0,0,2,14,0,1,,,3,14,1,1,1,1,2,1,1,1,3,1,1,1,3,1,0,24,0,0,98,1,1,1,,2,5,1,1,2,3,7,0,7,1,2,1,13,0,1,1,,1,1,0,4,3,3,2,1,2,1,1,1,3,3,1,1,1,3,1,3,1,1,1,3,1,1,1,3,3,1,1,1,3,2,1,10,1,5,5,7,2,0,0,0,0,1,0,1,0,3,2,4,1,2,9,12,1,50,,,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1
594,32,1,25,2,1,838,100,1,,,,2,1,2,2,1,1,1,2,1,4,1,2,1,2,1,1,1,1,1,2,1,1,1,6,3,1,2,1,2,2,10,1,1,2,3,,,1,,3,3,0,0,5,6,0,2,15,0,1,,,2,10,1,1,3,1,2,2,3,2,2,2,2,1,29,4,5,21,27,0,0,1,2,1,,2,2,2,1,2,3,1,0,1,3,2,3,21,0,2,1,,1,2,0,4,4,4,1,1,3,4,1,2,3,3,4,1,1,3,4,1,1,2,4,2,1,3,3,3,3,1,3,2,4,3,1,0,1,3,3,5,2,0,0,0,0,1,1,0,0,3,2,7,3,4,4,17,1,10,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2
595,33,1,5,2,1,598,100,1,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,,,,,,,,2,2,,,,,,,,,,,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,9,3,10,0,0,27,0,0,0,2,3,1,,1,,1,1,2,3,4,0,4,1,1,1,24,0,1,1,,2,1,0,3,3,2,1,1,3,3,1,3,3,1,1,3,1,3,3,3,1,1,3,3,1,1,3,3,3,1,1,1,3,1,1,0,3,5,6,4,4,0,0,3,0,0,0,1,0,2,1,,,2,3,13,1,90,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
596,33,1,5,2,1,599,100,4,8,3,6,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,1,2,1,1,2,20,1,3,1,,,,2,2,,,,,,,,,,,1,,,3,12,1,2,1,1,1,1,2,1,2,1,9,1,10,15,0,21,0,0,0,1,2,1,,1,,1,1,2,3,1,1,1,99,9,1,99,99,9,1,,2,1,0,4,2,2,2,2,2,1,1,2,3,3,3,1,2,3,4,3,1,2,1,2,1,1,3,3,3,1,1,1,3,2,1,0,1,4,4,6,4,0,0,0,0,0,4,0,0,3,1,,,2,1,12,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597,33,1,5,2,1,598,100,4,1,4,2,1,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,,1,2,99,1,1,1,,2,,1,,1,4,,,1,,,1,,,2,1,1,99,99,1,1,1,1,1,1,1,1,1,1,9,1,0,0,0,0,0,0,98,1,1,1,,1,,1,1,2,3,999,999,999,1,1,1,17,0,1,1,,1,2,,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,1,3,1,3,4,1,1,1,4,4,1,1,0,0,0,0,1,0,0,0,9,2,9,9,1,2,17,1,99,,1,,,,,,,,,,,,,,,
598,34,2,41,2,1,594,100,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,1,2,9,2,3,1,,,,1,,2,12,0,0,1,3,7,1,,,1,,,1,1,1,3,3,1,1,1,2,1,3,2,1,2,12,0,0,10,0,0,0,3,2,2,9,2,5,2,1,1,6,1,0,0,0,2,2,14,0,2,1,,2,1,9,3,2,1,2,3,3,1,1,3,1,2,2,1,1,3,1,3,1,3,3,3,3,1,3,3,3,1,3,2,3,3,1,0,2,4,4,5,2,0,0,2,0,0,0,0,0,3,2,3,1,2,2,12,2,80,,,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1
599,34,2,41,2,2,594,100,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,2,2,12,2,3,1,,,,1,,3,4,0,0,1,3,5,2,15,0,1,,,8,10,1,2,3,1,1,1,2,1,1,1,9,1,10,9,39,27,26,0,0,1,3,2,4,1,,2,1,3,6,1,0,0,1,1,2,14,0,2,1,,2,2,0,1,3,3,3,1,3,1,1,1,2,1,4,1,1,4,3,3,1,2,3,3,3,3,1,3,3,1,3,2,3,4,1,0,1,6,6,6,2,0,0,2,0,0,0,0,0,3,2,8,2,9,9,99,9,99,,,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1
